,Hospital Name,Beds,City,State
4305,Novant Health UVA Health System Culpeper Medical Center,70,Culpeper,VA
4306,Novant Health UVA Health System Haymarket Medical Center,60,Haymarket,VA
4307,Novant Health UVA Health System Prince William Medical Center,126,Manassas,VA
4308,Novato Community Hospital,47,Novato,CA
4309,Noxubee General Hospital,25,Macon,MS
4310,NSMC Salem Hospital,268,Salem,MA
4311,NSMC Union Hospital,338,Lynn,MA
4312,NYC Health + Hospitals Bellevue,912,New York,NY
4313,NYC Health + Hospitals Carter,365,New York,NY
4314,NYC Health + Hospitals Coney Island,371,Brooklyn,NY
4315,NYC Health + Hospitals Elmhurst,500,Elmhurst,NY
4316,NYC Health + Hospitals Harlem,282,New York,NY
4317,NYC Health + Hospitals Jacobi,439,Bronx,NY
4318,NYC Health + Hospitals Kings County,634,Brooklyn,NY
4319,NYC Health + Hospitals Lincoln,347,Bronx,NY
4320,NYC Health + Hospitals Metropolitan,338,New York,NY
4321,NYC Health + Hospitals North Central Bronx,200,Bronx,NY
4322,NYC Health + Hospitals Queens,253,Jamaica,NY
4323,NYC Health + Hospitals Woodhull,371,Brooklyn,NY
4324,NYU Langone Hospital - Brooklyn,388,Brooklyn,NY
4325,NYU Langone Orthopedic Hospital,160,New York,NY
4326,NYU Langone Tisch Hospital,1629,New York,NY
4327,NYU Winthrop Hospital,511,Mineola,NY
4328,O'Connor Hospital,348,San Jose,CA
4329,O'Connor Hospital,16,Delhi,NY
4330,Oak Hill Hospital,280,Brooksville,FL
4331,Oak Valley Hospital,150,Oakdale,CA
4332,OakBend Medical Center,188,Richmond,TX
4333,Oakdale Community Hospital,49,Oakdale,LA
4334,Oakland Medical Center,365,Oakland,CA
4335,Oaklawn,16,Goshen,IN
4336,Oaklawn Hospital,78,Marshall,MI
4337,Oakleaf Surgical Hospital,13,Altoona,WI
4338,Oakwood Springs,72,Oklahoma City,OK
4339,Oasis Behavioral Health Hospital,146,Chandler,AZ
4340,OASIS Hospital,64,Phoenix,AZ
4341,Ocala Regional Medical Center,360,Ocala,FL
4342,Ocean Beach Hospital,25,Ilwaco,WA
4343,Ocean Medical Center,318,Brick,NJ
4344,Ocean Springs Hospital,0,Ocean Springs,MS
4345,Ocean View Psychiatric Facility,32,Long Beach,CA
4346,Oceans Behavioral Hospital Abilene,90,Abilene,TX
4347,Oceans Behavioral Hospital Alexandria,24,Alexandria,LA
4348,Oceans Behavioral Hospital Baton Rouge,20,Baton Rouge,LA
4349,Oceans Behavioral Hospital Biloxi,0,Biloxi,MS
4350,Oceans Behavioral Hospital Broussard,38,Broussard,LA
4351,Oceans Behavioral Hospital Crowley,16,Rayne,LA
4352,Oceans Behavioral Hospital DeRidder,20,DeRidder,LA
4353,Oceans Behavioral Hospital Greater New Orleans - Kenner,46,Kenner,LA
4354,Oceans Behavioral Hospital Greater New Orleans - Marrero,0,Marrero,LA
4355,Oceans Behavioral Hospital Greater New Orleans - Westbank Campus,0,Gretna,LA
4356,Oceans Behavioral Hospital Katy,48,Katy,TX
4357,Oceans Behavioral Hospital Kentwood,20,Kentwood,LA
4358,Oceans Behavioral Hospital Lake Charles,60,Lake Charles,LA
4359,Oceans Behavioral Hospital Longview,24,Longview,TX
4360,Oceans Behavioral Hospital Lufkin,24,Lufkin,TX
4361,Oceans Behavioral Hospital Opelousas,36,Opelousas,LA
4362,Oceans Behavioral Hospital Permian Basin,62,Midland,TX
4363,OCH Regional Medical Center,88,Starkville,MS
4364,Ochiltree General Hospital,25,Perryton,TX
4365,Ochsner Baptist - A Campus of Ochsner Medical Center,83,New Orleans,LA
4366,Ochsner Extended Care Hospital of Kenner,32,Kenner,LA
4367,Ochsner Hospital for Orthopedics and Sports Medicine,0,Harahan,LA
4368,Ochsner LSU Health Shreveport - Academic Medical Center,406,Shreveport,LA
4369,Ochsner LSU Health Shreveport - Monroe Medical Center,119,Monroe,LA
4370,Ochsner Medical Center,1017,New Orleans,LA
4371,Ochsner Medical Center - Baton Rouge,161,Baton Rouge,LA
4372,Ochsner Medical Center - Hancock,47,Bay Saint Louis,MS
4373,Ochsner Medical Center - Kenner,115,Kenner,LA
4374,Ochsner Medical Center - North Shore,168,Slidell,LA
4375,Ochsner Medical Center - West Bank,180,Gretna,LA
4376,Ochsner Rehabilitation Hospital,56,Jefferson,LA
4377,Ochsner St. Anne Hospital,35,Raceland,LA
4378,Ochsner St. Mary,157,Morgan City,LA
4379,Oconee Memorial Hospital,242,Seneca,SC
4380,Odessa Memorial Healthcare Center,25,Odessa,WA
4381,Odessa Regional Medical Center,206,Odessa,TX
4382,Ogallala Community Hospital,18,Ogallala,NE
4383,Ogden Regional Medical Center,170,Ogden,UT
4384,Ohio County Hospital,25,Hartford,KY
4385,Ohio Hospital for Psychiatry,130,Columbus,OH
4386,Ohio State University Comprehensive Cancer Center - Arthur G. James Cancer Hospital,344,Columbus,OH
4387,Ohio State University Harding Hospital,0,Columbus,OH
4388,Ohio State University Hospital East,174,Columbus,OH
4389,Ohio State University Wexner Medical Center,1133,Columbus,OH
4390,Ohio State's Richard M. Ross Heart Hospital,0,Columbus,OH
4391,Ohio Valley Hospital,124,Kennedy Township,PA
4392,Ohio Valley Surgical Hospital,24,Springfield,OH
4393,OhioHealth Doctors Hospital,172,Columbus,OH
4394,OhioHealth Dublin Methodist Hospital,102,Dublin,OH
4395,OhioHealth Grady Memorial Hospital,64,Delaware,OH
4396,OhioHealth Grant Medical Center,434,Columbus,OH
4397,OhioHealth Hardin Memorial Hospital,25,Kenton,OH
4398,OhioHealth Mansfield Hospital,237,Mansfield,OH
4399,OhioHealth Marion General Hospital,198,Marion,OH
4400,OhioHealth O'Bleness Memorial Hospital,64,Athens,OH
4401,OhioHealth Rehabilitation Hospital,74,Columbus,OH
4402,OhioHealth Riverside Methodist Hospital,734,Columbus,OH
4403,OhioHealth Shelby Hospital,25,Shelby,OH
4404,Ojai Valley Community Hospital,91,Ojai,CA
4405,Okeene Municipal Hospital,17,Okeene,OK
4406,Okemah Creek Nation Community Hospital,25,Okemah,OK
4407,Oklahoma City VA Medical Center,0,Oklahoma City,OK
4408,Oklahoma Forensic Center,0,Vinita,OK
4409,Oklahoma Heart Hospital North,99,Oklahoma City,OK
4410,Oklahoma Heart Hospital South,44,Oklahoma City,OK
4411,Oklahoma Heart Institute at Hillcrest Medical Center,0,Tulsa,OK
4412,Oklahoma Spine Hospital,23,Oklahoma City,OK
4413,Oklahoma State University Medical Center,171,Tulsa,OK
4414,Oklahoma Surgical Hospital,75,Tulsa,OK
4415,Oklahoma University Medical Center,716,Oklahoma City,OK
4416,Oklahoma University Medical Center Edmond,58,Edmond,OK
4417,Olathe Medical Center,254,Olathe,KS
4418,Old Vineyard Behavioral Health Services,164,Winston-Salem,NC
4419,Olean General Hospital,567,Olean,NY
4420,Olive View-UCLA Medical Center,304,Sylmar,CA
4421,Olmsted Medical Center,61,Rochester,MN
4422,Olney Hamilton Hospital,25,Olney,TX
4423,Olympia Medical Center,204,Los Angeles,CA
4424,Olympic Medical Center,78,Port Angeles,WA
4425,Omaha VA Medical Center,0,Omaha,NE
4426,Omega Hospital,16,Metairie,LA
4427,One Core Health Orthopedic Hospital,8,Oklahoma City,OK
4428,Oneida Healthcare Center,261,Oneida,NY
4429,Onslow Memorial Hospital,162,Jacksonville,NC
4430,Ontario Medical Center,0,Ontario,CA
4431,Opelousas General Main Campus,197,Opelousas,LA
4432,Opelousas General South Campus,171,Opelousas,LA
4433,Optim Medical Center Screven,25,Sylvania,GA
4434,Optim Medical Center Tattnall,25,Reidsville,GA
4435,Options Behavioral Health System,66,Indianapolis,IN
4436,Orange City Hospital,25,Orange City,IA
4437,Orange Coast Memorial Medical Center,218,Fountain Valley,CA
4438,Orange County Global Medical Center,228,Santa Ana,CA
4439,Orange County-Irvine Medical Center,0,Irvine,CA
4440,Orange Park Medical Center,317,Orange Park,FL
4441,Orange Regional Medical Center,383,Middletown,NY
4442,Orchard Hospital,76,Gridley,CA
4443,Oregon Health & Science University Hospital,562,Portland,OR
4444,Oregon State Hospital - Junction City,0,Junction City,OR
4445,Oregon State Hospital - Salem,577,Salem,OR
4446,Orem Community Hospital,22,Orem,UT
4447,Orlando Regional Medical Center,1593,Orlando,FL
4448,Orlando VA Medical Center,0,Orlando,FL
4449,Orleans Community Health Medina,64,Medina,NY
4450,Oro Valley Hospital,146,Tucson,AZ
4451,Oroville Hospital,133,Oroville,CA
4452,OrthoColorado Hospital,48,Lakewood,CO
4453,OrthoIndy Hospital,38,Indianapolis,IN
4454,OrthoNebraska,24,Omaha,NE
4455,Orthopaedic Hospital of Wisconsin,30,Glendale,WI
4456,Orthopedic Specialty Hospital of Nevada,130,Las Vegas,NV
4457,Ortonville Area Health Services,76,Ortonville,MN
4458,Osage Beach Center for Cognitive Disorders,14,Osage Beach,MO
4459,Osawatomie State Hospital,160,Osawatomie,KS
4460,Osborne County Memorial Hospital,24,Osborne,KS
4461,Oscar G. Johnson VA Medical Center,0,Iron Mountain,MI
4462,Osceola Medical Center,25,Osceola,WI
4463,Osceola Regional Health Center,25,Sibley,IA
4464,Osceola Regional Medical Center,404,Kissimmee,FL
4465,OSF Children's Hospital of Illinois,0,Peoria,IL
4466,OSF Heart of Mary Medical Center,194,Urbana,IL
4467,OSF Holy Family Medical Center,23,Monmouth,IL
4468,OSF Little Company of Mary Medical Center,244,Evergreen Park,IL
4469,OSF Sacred Heart Medical Center,157,Danville,IL
4470,OSF Saint Anthony Medical Center,248,Rockford,IL
4471,OSF Saint Anthony's Health Center,78,Alton,IL
4472,OSF Saint Elizabeth Medical Center,97,Ottawa,IL
4473,OSF Saint Francis Hospital,25,Escanaba,MI
4474,OSF Saint Francis Medical Center,655,Peoria,IL
4475,OSF Saint James-John W. Albrecht Medical Center,42,Pontiac,IL
4476,OSF Saint Joseph Medical Center,149,Bloomington,IL
4477,OSF Saint Luke Medical Center,25,Kewanee,IL
4478,OSF Saint Mary Medical Center,81,Galesburg,IL
4479,OSF Saint Paul Medical Center,25,Mendota,IL
4480,Osmond General Hospital,20,Osmond,NE
4481,OSS Orthopaedic Hospital,30,York,PA
4482,Oswego Hospital,164,Oswego,NY
4483,Othello Community Hospital,16,Othello,WA
4484,Otsego Memorial Hospital,80,Gaylord,MI
4485,Ottawa County Health Center,25,Minneapolis,KS
4486,Otto Kaiser Memorial Hospital,25,Kenedy,TX
4487,Ottumwa Regional Health Center,120,Ottumwa,IA
4488,Ouachita County Medical Center,82,Camden,AR
4489,Our Children's House Dallas,39,Dallas,TX
4490,Our Lady of Bellefonte Hospital,151,Ashland,KY
4491,Our Lady of Fatima Hospital,312,North Providence,RI
4492,Our Lady of Lourdes Memorial Hospital,161,Binghamton,NY
4493,Our Lady of Lourdes Regional Medical Center,347,Lafayette,LA
4494,Our Lady of Lourdes Women's and Children's Hospital,161,Lafayette,LA
4495,Our Lady of the Angels Hospital,48,Bogalusa,LA
4496,Our Lady of the Lake Ascension,78,Gonzales,LA
4497,Our Lady of the Lake Children's Hospital,0,Baton Rouge,LA
4498,Our Lady of the Lake Regional Medical Center,876,Baton Rouge,LA
4499,Overlake Medical Center,300,Bellevue,WA
4500,Overland Park Regional Medical Center,270,Overland Park,KS
4501,Overlook Medical Center,467,Summit,NJ
4502,Overton Brooks VA Medical Center,0,Shreveport,LA
4503,Oviedo Medical Center,64,Oviedo,FL
4504,Owatonna Hospital,39,Owatonna,MN
4505,Owensboro Health Muhlenberg Community Hospital,90,Greenville,KY
4506,Owensboro Health Regional Hospital,477,Owensboro,KY
4507,Ozark Health Medical Center,143,Clinton,AR
4508,Ozarks Community Hospital of Gravette,25,Gravette,AR
4509,Ozarks Medical Center,103,West Plains,MO
4510,Pacific Grove Hospital,68,Riverside,CA
4511,Pacifica Hospital of the Valley,231,Sun Valley,CA
4512,Page Hospital,25,Page,AZ
4513,Page Memorial Hospital,25,Luray,VA
4514,Pagosa Springs Medical Center,11,Pagosa Springs,CO
4515,Palacios Community Medical Center,17,Palacios,TX
4516,Palestine Regional Medical Center,152,Palestine,TX
4517,Palestine Regional West Campus,17,Palestine,TX
4518,Pali Momi Medical Center,118,Aiea,HI
4519,Palm Bay Hospital,138,Palm Bay,FL
4520,Palm Beach Gardens Medical Center,199,Palm Beach Gardens,FL
4521,Palm Point Behavioral Health,0,Titusville,FL
4522,Palm Shores Behavioral Health Center,0,Bradenton,FL
4523,Palmdale Regional Medical Center,184,Palmdale,CA
4524,Palmetto General Hospital,367,Hialeah,FL
4525,Palmetto Health Children's Hospital,0,Columbia,SC
4526,Palmetto Lowcountry Behavioral Hospital,108,Charleston,SC
4527,Palmetto Summerville Behavioral Health,0,Summerville,SC
4528,Palms Behavioral Health,94,Harlingen,TX
4529,Palms of Pasadena Hospital,187,Saint Petersburg,FL
4530,Palms West Hospital,204,Loxahatchee,FL
4531,Palo Alto County Hospital,24,Emmetsburg,IA
4532,Palo Pinto General Hospital,48,Mineral Wells,TX
4533,Palo Verde Behavioral Health,84,Tucson,AZ
4534,Palo Verde Hospital,51,Blythe,CA
4535,Palomar Medical Center Downtown Escondido,0,Escondido,CA
4536,Palomar Medical Center Escondido,329,Escondido,CA
4537,Palomar Medical Center Poway,236,Poway,CA
4538,Palos Hospital,413,Palos Heights,IL
4539,PAM Rehabilitation Hospital and LTACH of Corpus Christi,40,Corpus Christi,TX
4540,PAM Rehabilitation Hospital of Allen,40,Allen,TX
4541,PAM Rehabilitation Hospital of Beaumont,61,Beaumont,TX
4542,PAM Rehabilitation Hospital of Centennial Hills,44,Las Vegas,NV
4543,PAM Rehabilitation Hospital of Clear Lake,45,Webster,TX
4544,PAM Rehabilitation Hospital of Dover,34,Dover,DE
4545,PAM Rehabilitation Hospital of Overland Park,45,Overland Park,KS
4546,PAM Rehabilitation Hospital of Round Rock,0,Round Rock,TX
4547,PAM Rehabilitation Hospital of Tulsa,41,Tulsa,OK
4548,PAM Rehabilitation Hospital of Victoria,26,Victoria,TX
4549,PAM Specialty Hospital of Corpus Christi North,41,Corpus Christi,TX
4550,PAM Specialty Hospital of Covington,58,Covington,LA
4551,PAM Specialty Hospital of Hammond,40,Hammond,LA
4552,PAM Specialty Hospital of Lufkin,26,Lufkin,TX
4553,PAM Specialty Hospital of Luling,42,Luling,TX
4554,PAM Specialty Hospital of New Braunfels,40,New Braunfels,TX
4555,PAM Specialty Hospital of San Antonio,26,San Antonio,TX
4556,PAM Specialty Hospital of Texarkana,30,Texarkana,TX
4557,PAM Specialty Hospital of Tulsa,60,Tulsa,OK
4558,PAM Specialty Hospital of Victoria North,26,Victoria,TX
4559,PAM Specialty Hospital of Victoria South,23,Victoria,TX
4560,PAM Specialty Hospital of Wilkes-Barre,36,Wilkes Barre,PA
4561,Pampa Regional Medical Center,110,Pampa,TX
4562,Pana Community Hospital,22,Pana,IL
4563,Panamericano,216,Cidra,PR
4564,Panhandle Surgical Hospital,0,Amarillo,TX
4565,Panola Medical Center,67,Batesville,MS
4566,Panorama City Medical Center,218,Panorama City,CA
4567,Paoli Hospital,231,Paoli,PA
4568,Paradise Valley Hospital,291,National City,CA
4569,Paragon Residential Treatment for Youth,0,Maple Grove,MN
4570,Pardee Hospital,160,Hendersonville,NC
4571,Parham Doctor's Hospital - A Campus of Henrico Doctor's Hospital,0,Richmond,VA
4572,Paris Community Hospital,25,Paris,IL
4573,Paris Regional Medical Center,253,Paris,TX
4574,Park Center,16,Fort Wayne,IN
4575,Park City Hospital,37,Park City,UT
4576,Park Place Surgical Hospital,10,Lafayette,LA
4577,Park Royal Hospital,103,Fort Myers,FL
4578,Parker Adventist Hospital,165,Parker,CO
4579,Parker Indian Hospital,20,Parker,AZ
4580,Parkland Health Center - Bonne Terre,3,Bonne Terre,MO
4581,Parkland Health Center - Farmington,108,Farmington,MO
4582,Parkland Hospital,807,Dallas,TX
4583,Parkland Medical Center,86,Derry,NH
4584,Parkridge East Hospital,0,Chattanooga,TN
4585,Parkridge Medical Center,460,Chattanooga,TN
4586,Parkridge Valley,0,Chattanooga,TN
4587,Parkside Psychiatric Hospital and Clinic,71,Tulsa,OK
4588,Parkview Community Hospital Medical Center,191,Riverside,CA
4589,Parkview DeKalb Hospital,37,Auburn,IN
4590,Parkview Hospital,16,Wheeler,TX
4591,Parkview Hospital Randallia,0,Fort Wayne,IN
4592,Parkview Huntington Hospital,36,Huntington,IN
4593,Parkview LaGrange Hospital,25,LaGrange,IN
4594,Parkview Medical Center,326,Pueblo,CO
4595,Parkview Noble Hospital,31,Kendallville,IN
4596,Parkview Ortho Hospital,37,Fort Wayne,IN
4597,Parkview Regional Hospital,58,Mexia,TX
4598,Parkview Regional Medical Center,712,Fort Wayne,IN
4599,Parkview Wabash Hospital,18,Wabash,IN
4600,Parkview Whitley Hospital,30,Columbia City,IN
4601,Parkwest Medical Center,414,Knoxville,TN
4602,Parkwood Behavioral Health System,108,Olive Branch,MS
4603,Parmer Medical Center,25,Friona,TX
4604,Parrish Medical Center,210,Titusville,FL
4605,Pascagoula Hospital,390,Pascagoula,MS
4606,Passavant Area Hospital,118,Jacksonville,IL
4607,Patewood Hospital,38,Greenville,SC
4608,Pathway Rehabilitation Hospital,24,Bossier City,LA
4609,Pathways Behavioral Health Services,25,Jackson,TN
4610,Patients Choice Medical Center of Smith County,29,Raleigh,MS
4611,Patients Hospital of Redding,10,Redding,CA
4612,Patrick B. Harris Psychiatric Hospital,131,Anderson,SC
4613,Patterson Health Center,25,Anthony,KS
4614,Paul B. Hall Regional Medical Center,72,Paintsville,KY
4615,Paul Oliver Memorial Hospital,44,Frankfort,MI
4616,Paulding County Hospital,25,Paulding,OH
4617,Pavia Yauco Hospital,112,Yauco,PR
4618,Pawhuska Hospital,25,Pawhuska,OK
4619,Pawnee County Memorial Hospital,17,Pawnee City,NE
4620,Pawnee Valley Community Hospital,22,Larned,KS
4621,Peace Haven Association,14,Saint Louis,MO
4622,PeaceHealth Cottage Grove Community Medical Center,14,Cottage Grove,OR
4623,PeaceHealth Ketchikan Medical Center,54,Ketchikan,AK
4624,PeaceHealth Peace Harbor Medical Center,21,Florence,OR
4625,PeaceHealth Peace Island Medical Center,10,Friday Harbor,WA
4626,PeaceHealth Sacred Heart Medical Center at RiverBend,383,Springfield,OR
4627,PeaceHealth Sacred Heart Medical Center University District,93,Eugene,OR
4628,PeaceHealth Saint John Medical Center,166,Longview,WA
4629,PeaceHealth Saint Joseph Medical Center,241,Bellingham,WA
4630,PeaceHealth Southwest Medical Center,450,Vancouver,WA
4631,PeaceHealth United General Medical Center,25,Sedro-Woolley,WA
4632,Peachford Hospital,246,Atlanta,GA
4633,Peak Behavioral Health Services,119,Santa Teresa,NM
4634,Peak View Behavioral Health,112,Colorado Springs,CO
4635,Pearl River County Hospital,24,Poplarville,MS
4636,Peconic Bay Medical Center,184,Riverhead,NY
4637,Pecos County Memorial Hospital,25,Fort Stockton,TX
4638,Pelham Medical Center,48,Greer,SC
4639,Pella Regional Health Center,25,Pella,IA
4640,Pembina County Memorial Hospital,70,Cavalier,ND
4641,Pembroke Hospital,0,Pembroke,MA
4642,Pemiscot Memorial Main Hospital,167,Hayti,MO
4643,Pen Bay Medical Center,165,Rockport,ME
4644,Pender Community Hospital,21,Pender,NE
4645,Pender Memorial Hospital,68,Burgaw,NC
4646,Peninsula Hospital,115,Louisville,TN
4647,Peninsula Regional Medical Center,288,Salisbury,MD
4648,Penn State Health Children's Hospital,0,Hershey,PA
4649,Penn Highlands Brookville,35,Brookville,PA
4650,Penn Highlands Clearfield,50,Clearfield,PA
4651,Penn Highlands DuBois,216,DuBois,PA
4652,Penn Highlands Elk,173,Saint Marys,PA
4653,Penn Highlands Huntingdon,71,Huntingdon,PA
4654,Penn Institute for Rehabilitation Medicine at Penn Medicine Rittenhouse,38,Philadelphia,PA
4655,Penn Presbyterian Medical Center,357,Philadelphia,PA
4656,Penn State Health Saint Joseph - Downtown Reading Campus,0,Reading,PA
4657,Penn State Health Saint Joseph - Main Campus,180,Reading,PA
4658,Penn State Hershey Rehabilitation Hospital,98,Hummelstown,PA
4659,Pennsylvania Hospital,445,Philadelphia,PA
4660,Pennsylvania Psychiatric Institute,89,Harrisburg,PA
